MS SubClass,MS Zoning,Street,Lot Shape,Land Contour,Utilities,Lot Config,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Foundation,Heating,Central Air,Electrical,Functional,Garage Type,Garage Finish,Paved Drive,Sale Type,Sale Condition,Lot Frontage,Lot Area,Land Slope,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Yr Blt,Garage Cars,Garage Area,Garage Qual,Garage Cond,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Yr Sold,SalePrice
160,RM,Pave,Reg,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Typ,Detchd,Unf,Y,COD,Normal,-2.2493481186801154,-1.0747903760383035,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,-0.011782792658534495,-0.6360803239179347,2.2542255599498624,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-0.2719651782569356,-0.6293529581882102,-0.19449210115871898,-0.2940229229794508,-0.5286574498457698,-1.2909424862396903,-1.2000001354088732,-1.7266876769369497,0.39349785850217783,-0.10100493596546713,-1.0143797045557486,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,-1.0322337590172566,-0.2072914450684739,-0.7710782226945262,-0.9175348950675649,-0.9251433155072492,-0.2873481845001978,-1.0085595332525896,-0.9713759237489581,0.15309288074344182,0.12724251596182745,1.4346060447862394,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.5534250754418066,1.6784989953969243,4.982271233039568
160,RM,Pave,Reg,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Typ,Detchd,Unf,Y,WD ,Normal,-2.2493481186801154,-1.0747903760383035,-0.2158351399420229,-0.776078802768527,-0.5067184252539721,-0.011782792658534495,-0.6360803239179347,2.1869525146845215,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-0.2719651782569356,-0.3131719475695241,-0.19449210115871898,-0.2940229229794508,-0.7608216992853859,-1.1955886389386043,-1.2000001354088732,-1.6194966943156994,0.5405832550137931,-0.10100493596546713,-0.8066327681927514,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,-0.9251433155072492,0.7601263803905386,-1.0085595332525896,-0.710878264994445,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.184969196623342,1.6784989953969243,5.023252459633712
160,RM,Pave,Reg,Lvl,AllPub,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,ImStucc,BrkFace,CBlock,GasA,Y,SBrkr,Typ,Detchd,Unf,Y,WD ,Family,-2.2493481186801154,-1.0747903760383035,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,-0.011782792658534495,-0.6360803239179347,1.5646768459801155,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,-0.07798567152180928,-1.1955886389386043,-1.2000001354088732,-1.6194966943156994,0.5405832550137931,-0.10100493596546713,-0.8066327681927514,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,-0.2816840808414617,-0.9251433155072492,-0.2873481845001978,-1.0085595332525896,-0.9713759237489581,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.184969196623342,1.6784989953969243,4.944482672150168
160,RL,Pave,Reg,Lvl,AllPub,FR2,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,-2.111317556316285,-0.9986354188269534,-0.2158351399420229,-0.06725371171123777,0.39309065716671826,0.12049146975334213,-0.44429566707046053,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.5331326024901172,0.15670816543324564,-0.19449210115871898,-0.2940229229794508,-0.49679176855013624,-0.44637983871578596,-1.2000001354088732,-0.777281830863019,0.619962675353395,-0.10100493596546713,-0.08644338880102821,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,0.6185183669735254,-0.12619825144008448,0.3066990922580224,-0.15266899623477406,0.15309288074344182,0.12724251596182745,0.6272607644400326,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.07960156016794817,1.6784989953969243,5.175801632848279
120,RL,Pave,Reg,Lvl,AllPub,FR2,NPkVill,Norm,Norm,Twnhs,1Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,-2.111317556316285,-0.9986354188269534,-0.2158351399420229,0.6415713793460515,0.39309065716671826,0.12049146975334213,-0.44429566707046053,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,0.6298876772597651,-0.48951610297103915,0.8878860859379191,-0.8257729896678704,-0.7831853135907442,-0.10100493596546713,-1.313139584468249,-0.8223263272937141,-0.24939576609842934,-1.0247928895561034,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,-0.7710782226945262,-1.5533857092936683,-0.9251433155072492,-0.12619825144008448,-1.0085595332525896,-0.7666991918704121,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.25986301646560667,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.07960156016794817,1.6784989953969243,5.079181246047625
160,RL,Pave,Reg,Lvl,AllPub,Inside,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,CBlock,GasA,Y,SBrkr,Typ,Attchd,Unf,Y,WD ,Normal,-2.111317556316285,-0.9986354188269534,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,0.21969716656224958,-0.300457174434855,-0.5712423411944665,-0.6870426580099918,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.5331326024901172,-0.28901923148059666,-0.19449210115871898,-0.2940229229794508,-0.03473938976344943,-0.44637983871578596,-2.243943246082269,-0.777281830863019,0.619962675353395,-0.10100493596546713,-0.08644338880102821,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,-0.7710782226945262,0.35416673338464155,0.6185183669735254,-0.005335801644999524,0.3066990922580224,-0.15266899623477406,0.15309288074344182,0.12724251596182745,-0.5362662572353829,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,0.2888543186505165,1.6784989953969243,5.164352855784437
60,RL,Pave,IR1,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,New,Partial,1.4774770651433013,0.3439764768091496,-0.2158351399420229,2.05922156146063,-0.5067184252539721,1.2448227002542933,1.2338200803449375,0.33694376988763924,2.7599350611154807,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,2.3460822270388877,1.2223124890532184,0.8878860859379191,1.1929905163656755,0.8674396917062714,-0.10100493596546713,1.6507167076438425,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,2.24528919051637,2.261719176062951,0.6185183669735254,1.2435761795708784,1.6219577177686344,1.2940233586340397,0.15309288074344182,0.12724251596182745,0.3977214200278758,1.266698791082238,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.9218809542602713,1.6784989953969243,5.575374920869163
20,RL,Pave,Reg,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,1.2934363153248611,0.1688200752230443,-0.2158351399420229,1.3503964704033409,-0.5067184252539721,1.178685569048355,1.1379277519212005,0.549975079894553,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.9356814928636435,1.7024819951246,-0.19449210115871898,-0.2940229229794508,-0.16675435513107423,1.4811300745847376,0.8878860859379191,1.3895073178379678,-0.7831853135907442,-0.10100493596546713,0.4042350894658601,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,0.35416673338464155,0.6185183669735254,1.2032886963058502,1.6219577177686344,1.3917099806669821,0.15309288074344182,0.12724251596182745,-0.7420601522255925,0.03655675199028551,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.4480574389864128,1.6784989953969243,5.48572142648158
20,RL,Pave,IR1,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,New,Partial,0.6032835035057098,0.0014060942867595665,-0.2158351399420229,2.05922156146063,-0.5067184252539721,1.2448227002542933,1.2338200803449375,1.9514968562558273,2.7599350611154807,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,0.9356814928636435,2.6422422211301395,-0.19449210115871898,-0.2940229229794508,-0.6265306138252158,1.9942245862524859,0.8878860859379191,1.9918185535192785,-0.7831853135907442,-0.10100493596546713,0.8711710607198345,1.0840643982138038,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,2.24528919051637,0.9900175476107448,0.6185183669735254,1.2838636628359068,1.6219577177686344,0.6195204922161041,0.15309288074344182,0.12724251596182745,0.5876850154034539,0.7035012310160429,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.8165133178048775,1.6784989953969243,5.596808144440335
20,RL,Pave,IR1,Lvl,AllPub,Corner,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,New,Partial,1.1093955655064207,0.3471496000262892,-0.2158351399420229,1.3503964704033409,-0.5067184252539721,1.2448227002542933,1.2338200803449375,0.8639159577994784,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,2.241380702781806,1.1178773229615528,0.8878860859379191,0.9811607173760621,-0.7831853135907442,-0.10100493596546713,0.08766832929367409,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,0.35416673338464155,-0.9251433155072492,1.2435761795708784,1.6219577177686344,1.838277395674719,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.18575807435163363,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.07960156016794817,1.6784989953969243,5.463804927225282
20,RL,Pave,Reg,Lvl,AllPub,Inside,NridgHt,PosN,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,0.9253548156879804,0.17415092222783882,-0.2158351399420229,2.05922156146063,-0.5067184252539721,1.1125484378424169,0.994089259285595,2.8765012286542686,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.9356814928636435,-0.7303552254691794,-0.19449210115871898,-0.2940229229794508,2.341529986853797,1.467508096398868,0.8878860859379191,1.3741943203206464,-0.7831853135907442,-0.10100493596546713,0.3923638359594031,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,2.24528919051637,0.35416673338464155,0.6185183669735254,1.0824262465107652,1.6219577177686344,1.1963367366010973,0.15309288074344182,0.12724251596182745,0.7776486107790319,0.39226047413735615,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.07960156016794817,1.6784989953969243,5.439332693830263
20,RL,Pave,IR1,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,CemntBd,CmentBd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,0.41924275368726943,0.5044095866677273,-0.2158351399420229,1.3503964704033409,-0.5067184252539721,1.1125484378424169,1.0420354234974636,0.7742185641123568,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.9356814928636435,-0.9104027454048201,-0.19449210115871898,-0.2940229229794508,2.8104107259181195,1.7490289789068363,0.8878860859379191,1.6906629356786231,-0.7831853135907442,-0.10100493596546713,0.6377030750928473,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,2.24528919051637,0.9900175476107448,0.6185183669735254,1.0824262465107652,1.6219577177686344,0.9544460534719066,0.15309288074344182,0.12724251596182745,-0.7420601522255925,1.0592049531631136,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.5534250754418066,1.6784989953969243,5.413299764081252
20,RL,Pave,IR1,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,0.005151066595778648,0.0029291934309865694,-0.2158351399420229,0.6415713793460515,-0.5067184252539721,1.0794798722394476,0.9461430950737265,0.37058029252030983,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.9356814928636435,-0.9674909834331941,-0.19449210115871898,-0.2940229229794508,2.1753732200979936,1.0565784211251406,0.8878860859379191,0.9581912211000799,-0.7831853135907442,-0.10100493596546713,0.06986144903398864,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,0.35416673338464155,-0.9251433155072492,1.0421387632457368,0.3066990922580224,0.2752914431476403,0.15309288074344182,0.12724251596182745,-0.7420601522255925,-0.704492669149445,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.184969196623342,1.6784989953969243,5.330413773349191
20,RL,Pave,IR1,Lvl,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,New,Partial,1.3854566902340812,0.3517188974589702,-0.2158351399420229,2.05922156146063,-0.5067184252539721,1.2448227002542933,1.2338200803449375,3.6893838589438075,2.7599350611154807,-0.22959174111133185,-0.021933859434834096,1.2761738047120894,0.9356814928636435,3.832312413875472,-0.19449210115871898,-0.2940229229794508,-0.949739666966642,2.902356465310447,0.8878860859379191,3.0739370447433285,-0.7831853135907442,-0.10100493596546713,1.7100729751761274,1.0840643982138038,-0.24939576609842934,0.7840282950218381,1.2346749066112308,-1.0322337590172566,-0.2072914450684739,2.24528919051637,2.8975699902890546,2.1621800494542995,1.2435761795708784,1.6219577177686344,1.6149936881708504,0.15309288074344182,0.12724251596182745,-0.7420601522255925,0.28851355517779387,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.184969196623342,1.6784989953969243,5.786507950304687
20,RL,Pave,Reg,HLS,AllPub,Inside,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,1.8455585647801822,0.5270022239737612,3.8121709748995527,2.05922156146063,-0.5067184252539721,1.0464113066364784,0.9461430950737265,5.567423039267915,2.7599350611154807,-0.22959174111133185,-0.021933859434834096,1.2761738047120894,0.9356814928636435,2.0428157218322136,-0.19449210115871898,-0.2940229229794508,2.0797761762110927,4.073846589295218,0.8878860859379191,3.9212562407017826,-0.7831853135907442,-0.10100493596546713,2.3669490025334134,1.0840643982138038,-0.24939576609842934,0.7840282950218381,1.2346749066112308,0.17609421298456596,-0.2072914450684739,2.24528919051637,2.261719176062951,2.1621800494542995,1.0018512799807084,1.6219577177686344,2.256934347244472,0.15309288074344182,0.12724251596182745,0.999272805383873,1.5186555942697464,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.07960156016794817,1.6784989953969243,5.698970004336019
120,RL,Pave,Reg,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,-0.4089406204957121,-0.3160331523558849,-0.2158351399420229,2.05922156146063,-0.5067184252539721,1.1125484378424169,0.994089259285595,1.7384655462489136,2.7599350611154807,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,0.9356814928636435,0.029357480600719264,-0.19449210115871898,-0.2940229229794508,1.6769029198305825,1.5901059000716928,0.8878860859379191,1.5120112979765394,-0.7831853135907442,-0.10100493596546713,0.4992051175175159,1.0840643982138038,-0.24939576609842934,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,2.24528919051637,-0.2816840808414617,0.6185183669735254,1.0824262465107652,0.3066990922580224,0.47996817502618633,0.15309288074344182,0.12724251596182745,0.8093092100082949,0.510828381519713,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.5534250754418066,1.6784989953969243,5.505014240084107
120,RL,Pave,IR1,Lvl,AllPub,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Typ,Attchd,RFn,Y,WD ,Normal,-1.329144369587914,-0.3827956648445019,-0.2158351399420229,1.3503964704033409,-0.5067184252539721,1.1456170034453859,1.0420354234974636,0.4266411635747608,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,0.16415581887343278,0.9356814928636435,-0.9191855512553392,-0.19449210115871898,-0.2940229229794508,1.7907089244578454,0.7228399555713396,0.8878860859379191,0.5370837893737397,-0.7831853135907442,-0.10100493596546713,-0.2565980223935782,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,0.6185183669735254,1.1227137297757934,0.3066990922580224,0.05200773564377193,0.15309288074344182,0.12724251596182745,0.20775782465229775,0.0217357635674909,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-0.8165133178048775,1.6784989953969243,5.311753861055754
20,RL,Pave,IR1,Lvl,AllPub,Corner,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,1.3854566902340812,1.0593253748810987,-0.2158351399420229,-0.06725371171123777,-0.5067184252539721,1.1125484378424169,0.994089259285595,-0.5712423411944665,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,-0.39185317404589554,-1.0770629590039884,-0.9718823863584536,-0.19449210115871898,-0.2940229229794508,1.7406342824218497,0.618404789479674,0.8878860859379191,0.4196841417409418,-0.7831853135907442,-0.10100493596546713,-0.34761096594308166,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,0.17609421298456596,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,-0.9251433155072492,1.0824262465107652,0.3066990922580224,-0.19918643529807997,0.15309288074344182,0.12724251596182745,-0.45711475916222544,-0.36360993542516895,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.9218809542602713,1.6784989953969243,5.299942900022767
120,RL,Pave,Reg,Lvl,AllPub,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Typ,Attchd,Fin,Y,WD ,Normal,-1.2371239946786936,-0.8814837096501598,-0.2158351399420229,0.6415713793460515,-0.5067184252539721,1.1456170034453859,1.0420354234974636,-0.49275712171823516,1.0364462015527445,-0.22959174111133185,-0.021933859434834096,0.7201648117927612,0.9356814928636435,-0.9367511629563773,-0.19449210115871898,-0.2940229229794508,1.2967908643755248,0.21201577360123616,0.8878860859379191,-0.037153617525815086,-0.7831853135907442,-0.10100493596546713,-0.7017700288857147,-0.8223263272937141,-0.24939576609842934,0.7840282950218381,-0.755202693152744,-1.0322337590172566,-0.2072914450684739,0.7371054839109219,-0.2816840808414617,-0.9251433155072492,1.1227137297757934,0.3066990922580224,-0.16662422795376586,0.15309288074344182,0.12724251596182745,0.04945482850598271,1.0147419878947297,-0.3588380041723937,-0.1031343162481333,-0.285354423645959,-0.06303104887737992,-0.08942227838639759,-1.9218809542602713,1.6784989953969243,5.204119982655925
